15000 105000
4980 3792 4.76862
4981 1686 66.4217
4981 1832 15.9465
4981 226 20.1138
4981 3272 4.97551
4981 10003 37.5427
4981 3267 46.749
4982 328 43.0561
4982 12434 20.0857
4983 4852 33.1857
4983 571 91.1152
4983 1585 44.1683
4983 7166 84.76
4983 10924 3.82057
4983 9784 54.0759
4984 3333 70.63
4984 3300 67.2043
4984 14004 16.9275
4984 1890 32.6084
4985 574 19.9892
4985 5864 35.2117
4985 2308 65.4146
4985 9220 73.1154
4985 14517 29.2287
4985 1154 8.82488
4985 1526 85.1149
4985 12639 55.8434
4985 5521 77.3687
4985 3351 53.4892
4985 10855 64.0765
4985 610 33.7032
4986 921 99.6312
4986 7745 35.6105
4986 13229 59.0663
4986 11657 79.4114
4986 9177 29.1618
4986 2958 70.0168
4986 14786 47.2314
4986 14310 92.6172
4986 14961 75.6643
4986 9906 96.8183
4986 5436 83.2133
4987 1438 8.37904
4987 13909 8.52121
4987 14382 99.0817
4987 12945 48.2527
4987 5110 60.426
4988 1164 35.6827
4988 5612 83.6158
4988 8199 58.1501
4988 2403 20.1171
4988 11713 89.9705
4989 2849 75.3522
4989 6720 46.9097
4989 11196 9.50559
4989 12071 63.548
4989 8792 61.3751
4989 409 27.2321
4989 8823 5.15248
4990 4193 38.3944
4990 14762 46.264
4990 8454 42.8375
4990 14080 60.3187
4990 8792 35.7746
4991 1117 17.3737
4991 14144 76.6812
4991 5231 35.6919
4991 2828 10.3677
4991 2442 53.9924
4991 7565 30.0399
4992 3800 22.9563
4992 6086 40.526
4992 8926 81.2285
4992 9936 62.0931
4992 10998 13.4058
4992 7375 92.6458
4992 8997 37.4931
4992 14207 42.9273
4992 6853 45.9515
4992 6882 32.6775
4992 5770 6.7714
4993 3976 75.4239
4993 6563 81.5002
4993 12220 56.5899
4993 5833 73.4923
4993 11515 81.891
4993 8824 14.0524
4993 4022 81.396
4993 11149 57.1239
4993 8938 4.20044
4993 4563 44.5037
4993 3597 36.723
4993 12787 40.9092
4994 4652 4.00157
4994 641 63.1002
4994 14643 52.714
4994 3730 59.3353
4994 2181 57.1086
4994 14907 14.6828
4994 14118 55.4817
4995 2215 25.5013
4995 10728 78.4082
4995 14909 12.7458
4995 12293 92.2013
4995 7399 49.2821
4995 913 66.9499
4996 4634 43.9837
4996 11351 62.8936
4996 14818 86.1627
4996 1481 90.7935
4996 12829 7.26076
4996 8296 22.3874
4996 12456 94.8019
4997 2410 55.7424
4997 638 67.5098
4997 5223 63.5529
4997 2200 14.8966
4998 705 34.8179
4998 12240 56.758
4998 10898 28.1011
4998 11390 51.7635
4998 2881 61.6114
4999 418 68.5166
4999 13043 50.9836
4999 1942 59.9868
4999 3470 67.7773
4999 13971 44.0745
4999 12460 2.65658
4999 14987 68.5593
4999 10739 58.2242
4999 4185 33.0449
5000 3 84.4096
5000 6619 94.2912
5000 4374 35.4432
5000 7706 79.4487
5000 6993 55.9379
5000 2648 68.7883
5000 4607 77.4841
5000 14834 10.859
5000 1416 99.0701
5001 2741 75.2809
5001 1194 93.345
5001 11122 55.2929
5002 1353 37.5344
5002 3288 36.9796
5002 11583 84.229
5002 14192 20.5348
5002 2187 27.2667
5002 10139 99.5128
5003 2404 25.3087
5003 9561 56.7078
5003 10619 89.7026
5003 14127 92.026
5003 13911 60.5835
5004 384 30.794
5004 2372 44.3002
5004 11762 81.2481
5005 2856 48.386
5005 10336 73.7517
5005 11135 82.9172
5005 6786 60.9992
5005 6373 20.6747
5005 4550 74.418
5005 12259 70.8113
5005 8920 57.6849
5006 4539 84.9909
5006 9581 33.0649
5006 13572 56.825
5006 6208 27.7181
5007 2544 4.73769
5007 6001 13.4392
5007 6480 16.4225
5007 3320 34.7482
5007 8920 48.1953
5008 3999 59.7244
5008 9233 11.8658
5008 10134 77.0204
5008 3300 45.6347
5008 3468 77.7757
5009 1370 73.2309
5009 10805 29.2583
5009 6679 77.1344
5009 10398 63.0128
5009 4801 56.2607
5009 8122 54.3833
5010 1571 50.4548
5010 12605 28.0305
5010 12975 79.6677
5011 4894 30.7067
5011 8189 97.0268
5011 4954 11.7303
5011 9126 93.4572
5011 6030 60.0676
5011 10011 81.9206
5011 3275 84.9945
5011 14092 6.54646
5012 2797 42.5725
5012 2642 18.2858
5012 10441 73.511
5012 13074 32.3726
5012 13435 37.4707
5012 5790 1.35006
5012 14063 74.0009
5012 10296 78.7853
5012 12188 83.5644
5012 4900 6.64979
5012 13254 37.9842
5013 2184 91.1984
5013 7773 99.8833
5013 7612 39.4056
5013 7128 87.3087
5013 858 61.0497
5013 6365 62.5879
5013 9648 26.6833
5013 9471 78.3947
5014 10 60.303
5014 2841 31.962
5014 12211 41.6073
5014 11130 61.4084
5014 1520 24.0834
5014 2388 46.1039
5014 3731 76.525
5015 4248 32.9997
5015 5058 50.0886
5015 9902 74.3665
5015 4642 22.0272
5015 4317 99.6951
5015 10055 28.6421
5015 14110 52.0097
5015 11336 17.5149
5015 4375 56.9502
5016 2464 17.9301
5016 10910 10.1881
5016 8369 57.9824
5016 5783 34.4083
5016 9481 94.5191
5016 7986 99.5404
5017 3079 20.8786
5017 9842 27.63
5017 11608 26.3445
5017 10601 58.7328
5017 9950 77.4114
5017 9749 21.1272
5018 406 12.5111
5018 8591 64.2322
5018 11230 57.1336
5018 12823 27.5881
5018 13005 27.3204
5018 2621 82.9449
5018 2536 17.7813
5018 11161 40.484
5018 11206 83.2781
5018 9930 18.7077
5018 5716 4.64632
5018 1696 18.2253
5019 353 94.5843
5019 5867 6.05737
5019 6329 62.0166
5019 3860 58.8646
5019 9439 89.054
5019 9880 56.616
5019 12428 64.8435
5019 7204 33.4767
5019 6074 46.113
5019 3114 7.34727
5020 4405 73.6557
5020 10757 88.4612
5020 12006 45.4373
5020 3962 12.164
5020 6501 33.6838
5020 4280 13.9565
5021 4072 48.7056
5021 3167 42.6528
5021 6828 29.4718
5021 13560 51.8297
5021 195 93.6215
5021 2900 33.2747
5021 12676 24.0687
5021 12960 71.6698
5022 3334 96.3693
5022 4699 35.8342
5022 9271 43.1927
5022 1274 33.7105
5022 9160 2.30856
5022 8529 98.5318
5022 14647 18.423
5022 12342 8.15801
5022 14594 87.7474
5022 12537 66.3028
5022 9630 18.5577
5023 3616 57.8236
5023 7134 38.3774
5023 12221 14.3822
5023 8649 16.3831
5023 6188 46.3655
5023 6215 93.3201
5023 10032 6.75008
5024 2708 75.0442
5024 13290 76.2825
5025 4891 77.3159
5025 8581 49.7824
5025 10034 58.9064
5026 2429 83.3653
5026 9184 25.2006
5026 4490 9.19157
5026 539 26.0436
5026 8373 35.5302
5027 1572 61.3438
5027 5207 68.4736
5027 891 74.8011
5027 9698 1.33473
5027 254 73.3893
5027 10417 66.5321
5027 65 76.9147
5028 820 35.7376
5028 3166 59.5347
5028 3659 33.4641
5028 12866 55.2126
5028 5763 61.9231
5028 1945 6.98572
5028 11646 54.0473
5028 6996 36.6232
5029 1229 87.1935
5029 11374 61.8751
5029 8097 21.3769
5029 280 13.396
5029 6010 70.1108
5029 9224 85.1593
5029 10492 13.7337
5029 13409 7.37914
5029 9916 10.9173
5029 2143 81.4817
5030 1496 33.3006
5030 2290 84.2143
5030 495 44.5538
5030 9064 17.8323
5030 11691 40.6034
5030 6728 82.2962
5031 3141 10.394
5031 6405 68.3394
5031 8233 83.33
5031 12629 80.9218
5031 5274 74.624
5031 4586 8.81708
5031 12385 40.8881
5031 11213 60.1983
5031 13245 11.2662
5031 13391 16.0185
5031 7318 70.2333
5031 14880 55.7007
5031 11047 88.5624
5032 4794 4.38294
5032 5716 72.5764
5032 10183 89.8816
5032 1916 66.7323
5032 5316 86.6095
5032 5524 44.3425
5032 1073 36.0521
5032 1844 72.7978
5032 12023 97.2368
5032 12250 3.06751
5033 2774 97.5119
5033 7438 78.9276
5033 3890 9.85878
5033 3589 52.1326
5033 535 78.3263
5033 4406 1.8505
5033 5717 10.206
5033 11353 88.053
5034 2864 90.4847
5034 11245 30.3467
5034 833 61.2257
5034 7586 76.7943
5034 2448 86.0693
5035 4118 54.6726
5035 12630 65.4799
5035 9201 88.8569
5036 1772 48.5208
5036 5085 58.6707
5036 7571 64.6349
5036 12534 44.6122
5036 8918 92.1629
5036 2369 67.7007
5036 10636 99.9138
5036 10718 72.8947
5036 4460 97.5423
5037 4103 45.4745
5037 8383 30.2274
5037 11057 70.38
5037 14763 11.3728
5037 12446 63.7534
5037 12533 20.4224
5037 14512 50.8229
5037 14158 71.3449
5037 9458 34.638
5038 2905 12.7904
5038 6539 12.801
5038 1024 37.9802
5038 11976 70.6218
5038 9476 21.9089
5038 2485 31.1312
5038 4663 68.3805
5038 9411 6.20689
5039 1694 49.5929
5039 7162 63.789
5039 2991 61.0084
5039 5738 10.6772
5039 13015 27.3735
5040 3543 34.9567
5040 9040 34.3129
5040 3750 15.7106
5041 4835 23.6489
5041 11006 74.8859
5041 12707 5.48777
5041 8111 58.3201
5041 7703 64.2919
5041 2511 91.8596
5041 9245 21.8687
5041 10582 49.7647
5041 9259 66.9774
5041 9315 97.1983
5041 13773 2.14786
5042 1754 84.0356
5042 8868 55.1316
5042 2171 70.6047
5042 5967 36.9552
5042 772 3.35045
5042 11985 76.8154
5042 3241 80.3573
5042 12384 83.018
5042 1505 40.0798
5042 3333 92.9313
5042 13364 56.7529
5043 970 69.1955
5043 12576 89.5846
5043 2216 82.1749
5043 4673 39.6728
5043 10314 53.718
5043 8736 94.5493
5044 3873 40.9853
5044 3 1.14155
5044 7952 16.7136
5045 1437 24.7522
5045 2858 67.1484
5045 12823 33.9254
5045 11926 69.1407
5046 4850 70.7146
5046 6492 93.806
5046 3845 71.7326
5046 7710 57.562
5046 11285 78.2437
5047 571 82.4625
5047 8214 68.4094
5047 7333 15.5401
5047 14420 55.7687
5047 8760 84.424
5047 2058 5.82454
5047 1338 90.2167
5047 38 73.9047
5047 9323 89.7844
5048 2674 80.0229
5048 1541 99.5283
5048 5480 63.0155
5048 521 97.3151
5048 9436 83.6733
5048 5890 6.71655
5048 3807 23.5918
5048 4103 4.52087
5049 3922 42.4673
5049 8209 79.1181
5049 8232 72.1462
5049 7109 75.676
5049 5790 5.88223
5049 6893 98.7143
5049 8631 95.9408
5050 757 3.4507
5050 12427 49.1244
5050 13477 41.8766
5050 11096 76.068
5050 7404 74.4606
5051 1007 29.0305
5051 2265 14.1077
5051 7145 36.9145
5051 11297 37.2162
5051 8851 8.76464
5051 3529 75.2761
5052 2229 81.8412
5052 6501 70.8084
5052 14526 84.3084
5052 12555 93.2471
5052 3313 14.2627
5052 7204 67.3027
5053 4327 74.0716
5053 10937 40.5558
5053 9902 83.7595
5053 6567 83.1809
5053 444 77.0361
5053 10194 79.0139
5053 11486 76.7267
5053 320 72.7088
5053 7315 62.6692
5054 4063 11.7562
5054 9114 19.8516
5054 12684 19.0539
5054 3599 38.3305
5054 13560 19.4455
5055 2190 42.3241
5055 2615 48.5619
5055 7520 24.3697
5055 9342 59.3299
5055 9465 25.9323
5055 7913 47.4393
5055 13318 83.8482
5056 2844 35.1631
5056 14768 96.816
5056 13583 97.7058
5056 14198 59.6156
5057 2535 12.0786
5057 13300 90.8125
5057 8050 1.76231
5057 13437 81.0751
5057 206 79.4842
5057 13793 98.8284
5057 14852 8.0866
5057 8087 91.5868
5057 11418 3.11851
5057 1417 93.1505
5058 5015 50.0886
5058 13111 95.7411
5058 848 54.4976
5058 5846 9.33158
5058 12781 26.885
5058 141 77.4972
5058 8258 55.2378
5058 13657 98.8045
5059 2015 27.5898
5059 7805 39.0413
5059 12821 12.2895
5059 1442 23.6389
5059 2462 69.9935
5059 9719 73.1837
5060 4883 6.93593
5060 9212 56.1394
5060 7940 81.5404
5060 4956 66.2428
5060 2661 1.9278
5060 11078 69.206
5060 1344 84.1264
5061 2306 48.0491
5061 7469 80.8845
5061 7914 59.7502
5061 13121 65.8213
5061 5398 64.2449
5061 144 63.3231
5061 12440 50.4419
5061 906 62.0073
5062 2224 88.6701
5062 12748 86.2401
5062 12143 91.1864
5062 13095 76.1417
5062 6754 80.6924
5062 4732 55.6182
5062 13517 15.4413
5062 12467 9.72707
5063 3328 76.8897
5063 11133 50.1971
5063 1800 60.0036
5063 7177 68.783
5063 12716 38.971
5063 9372 6.17732
5063 6660 78.2291
5064 1061 69.6472
5064 10916 44.5653
5064 13668 35.9689
5064 10023 74.2496
5064 9886 96.0614
5065 1800 33.7416
5065 6029 6.26225
5065 2024 60.5612
5065 778 74.8724
5065 6268 80.1972
5065 2281 2.32505
5065 11774 22.2406
5065 6699 22.9694
5066 2203 78.1362
5066 5744 99.3793
5066 6362 79.9919
5066 6927 74.9841
5066 6049 31.798
5066 3635 33.2696
5066 14819 96.6947
5067 6 6.72213
5067 388 90.3954
5067 8579 79.9476
5067 13652 97.2188
5067 7462 41.7868
5067 6258 55.8117
5067 14817 92.0774
5068 1471 26.8319
5068 12529 81.8322
5068 2917 52.3551
5068 5623 73.9186
5068 7469 64.7374
5068 6752 80.1941
5068 7689 97.8973
5069 1801 12.2522
5069 11823 12.6291
5069 10771 9.23255
5069 8259 54.3144
5069 4790 86.0177
5069 13461 12.0876
5069 13404 87.1109
5069 10043 67.9187
5069 5520 81.1164
5070 970 32.6411
5070 9448 16.8278
5070 12413 50.3106
5071 3886 1.39595
5071 10184 95.2304
5071 192 58.9547
5071 162 78.4546
5071 13173 41.6799
5071 8905 70.9286
5071 162 77.4815
5072 2211 52.6229
5072 3916 86.2734
5072 8968 83.274
5072 1397 96.094
5072 7698 78.6649
5073 1938 7.41601
5073 14687 93.3598
5073 13786 27.6277
5073 2755 16.5098
5074 2338 97.9377
5074 7515 13.3169
5074 11447 79.8066
5074 11841 2.29288
5074 9428 43.3326
5074 1611 50.1451
5074 7641 77.7262
5074 11225 64.8657
5075 3423 94.6906
5075 4299 89.1627
5075 8768 65.1596
5075 11975 87.3816
5075 11408 14.977
5075 3620 83.6643
5075 13597 26.9867
5075 3795 55.7143
5076 214 30.2539
5076 5760 36.4712
5076 8965 37.4311
5076 10896 51.0752
5076 14113 93.3139
5076 13465 9.70845
5076 14154 60.236
5077 3691 74.5406
5077 5512 81.6925
5077 8749 37.6895
5077 8985 78.2213
5077 10740 95.3426
5077 14755 57.139
5077 844 21.8535
5077 2070 81.7659
5077 10889 45.5022
5077 1396 26.5129
5078 3001 46.7588
5078 7405 76.5804
5078 14399 1.48753
5078 5187 69.996
5078 13414 64.8974
5078 10211 44.3407
5078 10853 74.9096
5078 8597 55.8152
5078 4776 80.8129
5079 1760 74.2798
5079 5844 67.8725
5079 6088 77.4944
5079 7694 83.6343
5079 3224 88.6426
5079 9723 4.65971
5079 641 53.494
5079 6852 9.27406
5079 10786 14.4177
5079 6064 96.0555
5079 11662 5.55516
5079 4041 11.8825
5080 4131 85.2246
5080 6558 14.3851
5080 72 85.9076
5080 5865 34.8715
5080 587 80.1237
5080 2520 15.5708
5081 1161 69.3628
5081 5670 17.5586
5081 12301 99.1921
5081 7637 34.5661
5081 12948 5.69702
5081 2666 99.2815
5081 10534 34.6275
5082 1240 53.7108
5082 6093 7.80493
5082 6426 58.5992
5082 8898 92.5466
5082 12164 99.0426
5082 6592 61.2925
5082 13728 73.7119
5082 4387 15.3217
5082 4861 93.8538
5082 1314 27.0583
5083 812 17.8687
5083 12251 90.4771
5084 1006 89.2592
5084 7539 41.4827
5084 9129 14.2979
5084 1167 81.7085
5084 621 65.0243
5085 5036 58.6707
5085 6161 75.487
5085 8032 94.8761
5085 8877 71.5551
5086 3722 3.36499
5086 6000 87.4292
5086 1406 99.1525
5086 7786 29.1578
5086 7355 69.4762
5086 8637 57.3882
5086 9649 91.5957
5086 1433 68.155
5086 10331 69.6138
5086 574 56.4349
5086 11490 50.4524
5086 10541 26.2401
5087 1424 47.1301
5087 5646 36.5662
5087 7955 3.16473
5087 14593 41.3586
5087 6854 88.4696
5087 5186 82.0467
5087 3925 25.5207
5087 14657 10.7014
5088 2912 46.4959
5088 5431 20.8017
5088 14810 94.3218
5088 13304 42.5875
5088 14017 84.7249
5089 1345 13.7996
5089 5133 59.8725
5089 13705 61.7398
5089 11237 93.4279
5089 4193 5.75086
5089 423 88.1415
5089 5856 73.6737
5089 11808 98.5896
5089 3284 45.5696
5089 11408 19.1056
5090 3074 12.9261
5090 13234 55.554
5090 14060 3.8735
5090 11531 83.0443
5090 1860 99.725
5090 1156 80.2009
5091 530 59.4684
5091 8050 86.3047
5091 11900 9.75347
5091 2266 28.1683
5091 2207 94.5245
5091 2926 18.3157
5091 5539 17.7493
5091 8902 87.319
5092 4550 82.645
5092 10608 19.9709
5092 2898 32.6353
5092 9533 71.2112
5092 9552 40.3402
5092 12256 53.4129
5092 14382 39.0037
5093 242 39.7099
5093 4353 12.0691
5093 6341 40.9339
5093 14614 24.1626
5093 406 77.6931
5093 6990 59.0324
5093 11722 83.6581
5093 8146 67.739
5093 12455 92.5989
5093 7737 92.9113
5094 3152 85.6286
5094 6089 75.8921
5094 12082 53.279
5094 13028 40.7433
5094 8888 42.0666
5094 2920 32.7788
5094 6389 67.2092
5094 10378 83.6256
5094 10735 41.381
5094 3135 54.2575
5094 13824 95.0555
5095 2658 48.4484
5095 13248 77.7808
5095 11143 13.3666
5095 3247 36.8869
5095 4461 10.5455
5095 4386 25.3701
5095 4598 57.2251
5095 11085 48.8555
5095 13419 97.2561
5096 4248 26.9649
5096 10748 47.2956
5096 11424 32.7574
5096 10453 2.21943
5096 2309 14.9407
5096 10644 57.3321
5097 404 19.6105
5097 7282 84.001
5097 14781 55.1226
5097 6281 64.6085
5097 2443 65.7483
5097 2714 62.0898
5097 391 44.7834
5097 13631 94.7945
5097 5152 59.6359
5097 13134 85.1414
5098 1823 47.855
5098 11113 97.1819
5098 13462 64.2373
5098 11103 51.7835
5098 13791 69.8035
5098 10446 5.75589
5098 4216 13.8838
5099 2778 50.2551
5099 5442 40.1762
5099 9332 1.26211
5099 14333 99.4428
5099 6596 3.17352
5099 2822 46.698
5099 13467 15.7563
5099 2682 94.6127
5099 13280 34.358
5099 13515 25.984
5099 13416 88.8208
5099 7495 69.3405
5099 4580 1.38742
5099 3819 67.2749
5100 3448 84.5171
5100 10279 40.4884
5100 3602 86.3971
5100 6227 16.2228
5100 5859 99.9571
5100 8591 93.294
5101 4403 35.8556
5101 4705 71.2178
5101 1557 94.5263
5101 4553 58.4749
5101 5119 61.4749
5102 2932 75.4848
5102 8564 47.323
5102 4630 84.9845
5102 1371 44.5081
5102 11946 15.762
5102 8341 7.72388
5103 1281 34.9871
5103 13292 38.8623
5103 12127 23.3314
5103 10293 14.468
5103 4979 77.7267
5103 8493 54.6089
5103 6341 24.6495
5103 12577 77.6549
5104 940 49.4607
5104 6155 52.8265
5104 2721 65.7231
5104 12737 35.1987
5104 2497 72.7188
5104 9782 78.0671
5105 2104 5.79203
5105 14665 87.5831
5105 8572 81.6493
5105 2985 39.7508
5105 12599 86.8115
5105 3405 63.8953
5105 7925 22.0777
5105 8776 40.4462
5105 8351 9.87325
5105 3173 88.9001
5106 4157 19.5332
5106 7330 32.6492
5106 7693 17.2779
5106 9400 45.9786
5106 10073 39.2538
5106 4280 69.7461
5106 12843 70.7498
5106 6073 74.4503
5106 2063 49.9959
5106 7715 84.17
5106 11935 24.8296
5106 9057 49.7002
5106 1896 73.5676
5106 14966 29.7567
5107 3639 10.2529
5107 6418 27.8011
5107 845 54.2321
5107 10452 54.4898
5107 1229 27.458
5107 2874 97.363
5108 3407 63.2463
5108 5558 47.3099
5108 11178 21.6896
5108 807 18.7374
5108 9186 97.8634
5108 7218 12.4461
5108 10462 55.5706
5109 3231 25.3849
5109 8318 95.8472
5109 12015 55.495
5109 2207 90.495
5109 3347 34.6013
5109 2101 24.2966
5110 4702 62.7827
5110 7047 9.34765
5110 3024 61.3239
5110 11109 21.3041
5110 2120 66.7053
5110 1807 31.5931
5110 3693 23.0413
5110 4987 60.426
5111 966 66.4705
5111 8020 78.0411
5111 10792 94.0635
5111 6870 3.1893
5111 10488 54.3207
5112 3819 19.6147
5112 5683 44.3812
5112 7523 35.3189
5112 2411 44.6196
5112 6763 11.0362
5113 725 47.3857
5113 5273 86.3065
5113 8644 36.1429
5113 3977 7.82011
5113 1164 50.5065
5114 868 71.4686
5114 8977 61.0129
5114 10161 90.7417
5114 2194 36.5984
5114 12863 19.1108
5114 7998 31.532
5114 4440 99.523
5114 11827 78.6263
5115 3063 35.379
5115 9560 64.2314
5115 9181 3.05479
5115 14033 21.174
5115 12261 84.5791
5115 10060 2.16623
5116 695 57.7752
5116 5241 77.7345
5116 5959 7.76205
5116 821 54.2646
5116 5299 34.9574
5116 9918 59.8854
5117 1936 14.1929
5117 5394 97.2408
5117 13525 20.5716
5117 11660 91.8359
5117 7348 73.5373
5117 4844 22.4217
5117 807 83.6348
5117 11065 65.5891
5117 11295 4.92811
5117 14251 7.22182
5118 2292 93.79
5118 9138 79.6814
5118 9965 12.5502
5118 8177 67.7935
5118 3885 78.6561
5118 9439 65.1647
5118 4686 25.4101
5118 6162 38.4561
5118 12399 53.3723
5118 6796 66.1407
5119 2293 43.5281
5119 9457 88.819
5119 14291 64.5426
5119 12595 11.2037
5119 5101 61.4749
5119 8304 14.6187
5119 9723 15.5252
5120 969 54.5651
5120 3575 82.5622
5120 12874 54.6139
5120 11136 39.5557
5120 12376 95.0645
5120 1857 53.1498
5121 3046 3.18126
5121 13184 21.04
5121 11085 68.9197
5121 11142 69.8044
5121 11061 4.27192
5121 1903 52.6327
5121 2558 58.5737
5121 14343 63.2769
5122 1595 91.0617
5122 3721 19.1678
5122 11600 72.4311
5122 7105 30.4215
5122 10398 68.4787
5122 4469 44.6963
5122 8396 78.0953
5123 2021 69.244
5123 7445 10.4793
5123 10783 92.8788
5123 41 12.4147
5123 6820 64.8783
5123 5498 21.7122
5123 8751 85.1363
5123 3076 86.592
5124 2483 37.3835
5124 7348 11.0142
5124 10563 85.7477
5124 1032 15.4786
5124 13008 74.4467
5125 693 34.1153
5125 2720 17.3344
5125 8579 76.6381
5125 11306 44.6207
5125 5877 96.2098
5125 3859 58.8421
5125 10254 14.4282
5125 6604 62.356
5125 11193 39.5927
5126 115 18.2573
5126 14163 81.7799
5126 9671 3.5824
5126 10946 98.7684
5126 12457 33.7532
5126 5572 60.9297
5127 2650 83.881
5127 9654 14.0392
5127 4552 31.45
5127 10947 79.1055
5127 1496 13.0585
5127 14903 48.3933
5128 1572 91.9114
5128 7024 11.6984
5128 10610 37.0112
5128 12874 2.0222
5128 1312 8.19153
5128 8344 21.227
5128 8200 28.8978
5128 2479 27.7107
5128 2977 77.5623
5128 1800 10.8196
5128 9704 69.4375
5128 9922 1.20235
5129 816 54.1999
5129 4076 64.2109
5129 620 35.3918
5129 3997 7.45159
5129 10607 68.1837
5129 7040 89.4826
5130 1693 7.41376
5130 7860 34.4041
5130 4478 59.5844
5130 14934 35.1492
5130 14801 96.1049
5130 152 5.00552
5131 4463 31.1674
5131 13521 48.1357
5131 14248 15.8609
5131 1591 19.5266
5132 2045 28.3191
5132 9204 27.5138
5132 9527 66.7145
5132 14115 70.5506
5132 8319 5.78388
5132 6929 84.6893
5132 13053 29.8413
5132 14584 29.0114
5132 4044 4.46592
5133 5089 59.8725
5133 9673 24.7615
5133 3213 73.4055
5133 13944 58.7699
5133 12932 49.771
5133 1072 66.0862
5133 5640 11.0476
5133 3681 46.5096
5133 14657 82.8529
5134 2770 85.3826
5134 14481 61.9529
5134 4451 76.2029
5135 197 80.7438
5135 10467 96.6506
5135 13038 1.47677
5135 5314 35.3675
5135 171 45.6164
5136 2733 49.6415
5136 11599 58.106
5136 1889 20.8314
5136 5403 10.7137
5136 12973 52.9086
5136 4102 6.69604
5136 1206 49.2346
5137 567 10.905
5137 6972 16.0744
5137 7350 6.0919
5137 7479 40.3478
5137 2358 12.2285
5137 12794 55.7647
5137 7455 96.4755
5138 1824 60.9896
5138 9164 87.3084
5138 2844 60.6297
5138 497 65.2863
5138 12734 36.7097
5138 14709 65.9975
5139 4068 83.0992
5139 5190 27.8738
5139 11451 65.7216
5139 5785 21.9133
5139 3424 25.3248
5140 4313 54.5848
5140 5709 15.5219
5140 12535 18.015
5141 761 14.5502
5141 14462 90.2062
5141 8033 12.5217
5141 12638 34.7338
5141 13200 73.5823
5141 11085 12.8303
5141 10659 92.0797
5141 11553 3.72446
5142 3104 58.8353
5142 5234 4.21724
5142 11928 33.774
5142 184 73.972
5142 7056 57.5493
5142 9787 92.222
5142 1106 92.8893
5142 11910 81.8757
5143 2590 52.6759
5143 7407 12.7288
5143 8650 56.691
5143 9597 98.4194
5143 3306 6.15063
5143 11487 47.29
5144 1347 94.467
5144 432 16.2041
5144 7338 24.841
5144 12102 80.048
5145 725 4.23065
5145 459 47.5605
5145 3623 36.0567
5146 1047 23.1276
5146 8881 16.9318
5146 14379 93.6568
5146 11508 63.0505
5146 9017 98.7523
5146 11847 14.0081
5146 9394 90.9247
5146 2601 77.9755
5146 14564 85.6353
5147 2244 87.4447
5147 8262 23.6243
5147 10757 38.0801
5147 13587 7.40892
5147 13754 37.4844
5147 5864 34.8184
5148 1798 82.7773
5148 14968 35.1432
5148 6700 46.8604
5148 1303 3.77776
5148 11974 80.5245
5148 4945 72.0486
5148 12403 74.0468
5148 3199 17.0925
5148 134 57.9956
5149 4456 26.1183
5149 5916 21.4965
5149 9746 18.6642
5149 11662 78.7614
5149 6794 12.4297
5149 435 4.76511
5149 5901 29.1158
5149 11182 92.4102
5149 12352 94.6405
5149 1715 98.7536
5149 8549 89.3677
5149 4393 65.8647
5149 11072 32.6259
5149 11350 91.3048
5149 9946 4.15192
5150 1221 69.3288
5150 5246 12.0995
5150 10239 3.93723
5150 6560 80.077
5151 339 22.8613
5151 3898 13.2804
5151 5771 1.84256
5151 5982 20.6516
5152 4085 8.81258
5152 11904 88.451
5152 13008 77.3927
5152 274 10.2631
5152 12076 21.2704
5152 9075 45.8124
5152 5097 59.6359
5153 492 52.8218
5153 6978 72.6931
5153 557 20.0494
5154 3998 60.8946
5154 6740 31.4802
5154 7422 70.2765
5154 8991 13.8275
5154 13379 18.0321
5154 1875 45.2017
5154 5781 74.2653
5154 10334 57.166
5154 14411 85.3648
5154 4473 42.8678
5154 1747 73.1948
5154 3780 82.9062
5154 12153 26.005
5155 472 86.647
5155 5553 31.5641
5155 3972 53.3259
5155 9404 43.1656
5155 7072 50.5856
5155 3690 31.7827
5156 323 16.3304
5156 13648 71.2522
5156 3164 81.1298
5156 11394 89.5531
5156 4414 65.0531
5156 4879 34.5875
5156 2392 95.2596
5156 2376 46.6788
5156 5164 47.6597
5157 4404 72.5247
5157 5395 77.6677
5157 11656 94.2281
5157 4945 15.1178
5157 14906 41.019
5157 12715 27.1642
5157 4134 33.9985
5157 7873 35.5421
5157 10935 77.0388
5158 2051 8.97284
5158 7086 25.3998
5158 7599 19.9023
5158 1836 59.1113
5158 8201 21.6329
5158 990 1.63222
5158 13999 70.3025
5159 4544 58.4035
5159 9438 61.4285
5159 309 96.8746
5159 12710 81.5183
5159 12901 63.4258
5160 1777 46.4334
5160 7767 67.4591
5160 14906 10.2516
5160 14631 54.9269
5161 4473 35.2282
5161 9245 21.8243
5161 14551 71.9131
5162 79 71.5149
5162 5427 49.1127
5162 13606 17.0958
5162 2790 33.4317
5162 6861 74.4497
5163 1467 6.89332
5163 6349 44.8789
5163 9313 8.51124
5163 6581 93.7333
5163 10087 96.0772
5163 12802 67.5895
5163 9653 53.004
5163 1388 72.7524
5164 2360 51.4893
5164 8690 50.4116
5164 11811 94.2316
5164 10947 75.0588
5164 2988 83.4944
5164 13207 90.9001
5164 6031 23.2737
5164 9061 54.3233
5164 5156 47.6597
5165 3019 57.5908
5165 9517 76.0901
